titulo,descripcion,precio,nro_ambientes,nro_banios,area_m2,latitud,longitud,estado,detalles,enlace
Condominio LAS BRISAS Zona Norte km 8½,"Carretera Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 335,000",4.0,6.0,410.0,-17.702757,-63.153378,Disponible,"𝗖𝗼𝗻𝗱𝗼𝗺𝗶𝗻𝗶𝗼 𝗱𝗲 𝗟𝘂𝗷𝗼! ""𝗡𝗢𝗥𝗧𝗘"" 🅴🅽 🆅🅴🅽🆃🅰 ▫️▫️▫️▫️▫️▫️ 💲 335,000 ▫️▫️▫️▫️▫️▫️ ▪️Terreno: 450 m² ▪️Const.:   410 m² ➖️➖️➖️➖️➖️➖️ 📍ᴢᴏɴᴀ ɴᴏʀᴛᴇ ᴋᴍ 8½ ᴄᴏɴᴅᴏᴍɪɴɪᴏ ʟᴀꜱ.ʙʀɪꜱᴀꜱ Pʟᴀɴᴛᴀ Bᴀᴊᴀ ▫️Amplio Living Comedor ▫️Escritorio ▫️Cocina c/comedor de diario ▫️Baño de visitas ▫️Amplia galería c/ Churrasquera ▫️Hermoso Jardín Pʟᴀɴᴛᴀ Aʟᴛᴀ: ▫️Amplia sala de Estar ▫️1 Amplia Master Suite c/vestidor y baño privado ▫️3 Suites Jr (total 4 suites) ▫️Terraza ᴇǫᴜɪᴘᴀᴍɪᴇɴᴛᴏ: ▫️Muebles de cocina altos y bajos ▫️Muebles de vestidor y closets ▫️Aires acondicionados ▫️Cortinas Aʀᴇᴀs Sᴏᴄɪᴀʟᴇs: ▪️Piscina, Canchas deportivas, Club House, Churrasquera y amplias áreas verdes con jardines ▫️▫️▫️▫️▫️▫️ 𝗠𝗔𝗩𝗜𝗦 𝗥𝗜𝗩𝗘𝗥𝗢 ᴀsᴇsᴏʀᴀ ɪɴᴍᴏʙɪʟɪᴀʀɪᴀ 𝗜𝗻𝗺𝗼 𝗕𝗿𝗼𝗸𝗲𝗿𝘀 𝟩𝟪𝟧 𝟨𝟧𝟢𝟢𝟢 ᴡʜᴀᴛsᴀᴘᴘ: bit.ly/CLB-338k-OB #𝖢𝗈𝗇𝖿𝗂𝖺𝖤𝗇𝖬𝗂𝖤𝗑𝗉𝖾𝗋𝗂𝖾𝗇𝖼𝗂𝖺𝖨𝗇𝗆𝗈𝖻𝗂𝗅𝗂𝖺𝗋𝗂𝖺 @mavisrivero.inmo  🟨 🔝🔝🔝🔝🔝🔝 Afliada a CAINCRUZ   🟩",https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-condominio-santa-cruz-de-la-sierra-1023989
"BRICKELL IV, 4TO ANILLO CERCA AL MALL LAS BRISAS","Entre 4to y 5to anillo Norte, Santa Cruz de la Sierra - Departamento en Alquiler","Bs. 3,350",1.0,1.0,41.0,-17.747276,-63.178249,Disponible,"✨ Tu independencia comienza aquí ✨ Alquilá este departamento Semiamoblado en el exclusivo Condominio Brickell IV, un espacio pensado para quienes buscan comodidad, estilo y la libertad de tener todo a su alcance. 📍 Zona Norte, 4to anillo, a solo una cuadra del Mall Las Brisas. 💰 Precio: Bs. 3.350 (incluye expensas). 🏠 Características del dpto (41 m²): •	1 dormitorio acogedor 🛏️ •	1 baño moderno 🚿 •	Living–comedor con diseño funcional •	Cocina integrada con cajonería alta y baja 🍳 •	Área para lavadora •	❌ Sin parqueo (pero con ubicación estratégica). 🌟 Áreas sociales de lujo: •	Cine 🎬 | Churrasquera 🍖 | Gimnasio 🏋️ | Piscina 🏊 •	Área de secado | Seguridad 24/7 🔒 🛋️ SEMI AMOBLADO Y equipado con: TV, heladera, encimera, extractor, lavadora, utensilios de cocina, cama, 2 aires acondicionados ❄️ y termotanque. 📌 Condiciones de alquiler: 1 mes adelantado + 1 mes de garantía + 1 mes comisión inmobiliaria. 👉 Ideal para ejecutivos, parejas jóvenes o personas que quieren su propio espacio con todas las comodidades.",https://www.ultracasas.com/inmueble/departamento-en-alquiler-entre-2do-y-3er-santa-cruz-de-la-sierra-1049742
Av Brasil entre 2do y 3er anillo Zona Ferreteros cerca feria Barrio lindo,"Entre 2do y 3er anillo Este, Santa Cruz de la Sierra - Casa en Venta","$us. 185,000",10.0,2.0,100.0,-17.78426,-63.155186,Disponible,"𝗖𝗔𝗦𝗔 𝗘𝗡 𝗩𝗘𝗡𝗧𝗔 𝗘𝗡 𝗭𝗢𝗡𝗔 𝗙𝗘𝗥𝗥𝗘𝗧𝗘𝗥𝗢𝗦 Y FERIA BARRIO LINDO  Santa Cruz de la Sierra ZONA SUPER COMERCIAL 📈 A dos cuadras antes del 3er anillo y a una cuadra de la Avenida Brasil. Casa de 300mts2 con todos sus papeles al día. En esquina sale a dos calles. A una calle tiene  5 habitaciones con baño en la dependencia de atrás. En la otra calle la parte de adelante 2 dormitorios, sala, comedor , cocina y baño. Patio para 5 movilidades. A PRECIO DE LOTE. ESCUCHO OFERTAS PRECIO Usd 185.000 📲",https://www.ultracasas.com/inmueble/casa-en-venta-entre-2do-y-3er-anillo-este-santa-cruz-de-la-sierra-1016412
"Rio Ubai #14, Barrio Las Palmas","Entre 3er y 4to anillo Oeste, Santa Cruz de la Sierra - Departamento en Alquiler",$us. 900,3.0,2.0,123.0,-17.809366,-63.208981,Disponible,"Alquilo hermoso departamento de tres dormitorio, con 123 m2 de superficie. El edificio cuenta con piscina, churrasquera, salón de usos múltiples, cámaras de seguridad en todos los pisos y guardia las 24hs. El departamento tiene balcón, pisos de porcelanato portobello, muebles de cocina con granito chiquitano, incluye cocina de sobreponer, horno de empotrar y campana, box de ducha y puerta espejo en todos los roperos y aires acondicionados frio/calor en todos los ambientes.",https://www.ultracasas.com/inmueble/departamento-en-alquiler-entre-3er-y-4to-santa-cruz-de-la-sierra-267764
COND. LA HACIENDA 3,"Entre 7mo y 8vo anillo Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 325,000",3.0,3.0,222.0,-17.722771,-63.167503,Disponible,"QUERES VIVIR EN UNO DE LOS MEJORES CONDOMINIOS?? LA HACIENDA 3, EN LA MEJOR ZONA, BANZER Y 7° ANILLO, HERMOSAS AREAS COMUNES, PISCINA EN EXTERIORES, PISCINA BAJO TECHO TEMPERADA, SAUNA, JACUZZI, SALON DE EVENTOS, CANCHAS, ETC. Y TODO LO QUE NECESITAS......... ESTA CASA ESPERA POR VOS....",https://www.ultracasas.com/inmueble/casa-en-venta-entre-7mo-y-8vo-anillo-norte-santa-cruz-de-la-sierra-249423
"VENTA Terreno 3.338 m²  Av. Juan Pablo II (entre 4to y 5to anillo Norte) – Zona Villa Toscana, Santa Cruz","Entre 4to y 5to anillo Norte, Santa Cruz de la Sierra - Terreno en Venta","$us. 2,500,000",,,3340.0,-17.750055,-63.160656,Disponible,"VENTA | Terreno 3.338 m² – Av. Juan Pablo II (entre 4to y 5to anillo Norte) – Zona Villa Toscana, Santa Cruz Precio: US$ 2.500.000 (tipo de cambio oficial) Superficie: 3.338 m² · Aprox: US$ 749/m² Ubicación: A pasos de la Av. Juan Pablo II, detrás del Condominio Villa Toscana. Sector de alto crecimiento con conexión inmediata a vías principales del norte cruceño. Fortalezas del predio Frente y accesibilidad ideales para proyectos de alto flujo. Terreno amplio y versátil para diseño, maniobra y expansión. Entorno en desarrollo: valor de plusvalía creciente. Usos recomendados Complejo deportivo (pádel, fútbol 5/7) Gimnasio (indoor/outdoor) o box de crossfit Parqueo privado o para eventos Centro logístico de última milla / almacenamiento Patio de comidas o zona de food trucks Showroom (maquinaria, autos, equipamiento industrial) Documentación y condiciones de venta Documentación al día (lista para transferencia). Señal contra oferta aceptada. Gastos de transferencia según práctica local. Comisión inmobiliaria conforme normativa vigente. Contacto directo: Jazmín Angus – Cel.: (añadir número) Agenda tu visita hoy. Oportunidades con esta ubicación y metraje no duran: impulsa tu próximo proyecto en una zona con alta proyección comercial.",https://www.ultracasas.com/inmueble/terreno-en-venta-entre-4to-y-5to-anillo-santa-cruz-de-la-sierra-1053807
"ZONA NORTE KM 8 1/2, CONDOMINIO VALLE NORTE 2","Carretera Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 350,000",4.0,3.0,240.0,-17.703506,-63.1689,Disponible,"✨𝑪𝒂𝒔𝒂 𝒆𝒏 𝒄𝒐𝒏𝒅𝒐𝒎𝒊𝒏𝒊𝒐 𝒆𝒏 𝒗𝒆𝒏𝒕𝒂✨ 📍Condominio “Valle Norte ll” 📐Sup. construida: 240 m² 📐Sup. Terreno 420m2 𝘾𝙖𝙧𝙖𝙘𝙩𝙚𝙧í𝙨𝙩𝙞𝙘𝙖𝙨 🔺3 dormitorios, 1 en suite 🔺Escritorio o 4 dorm en plata baja 🔺Cocina americana 🔺Sala de estar intima 🔺Churrasquera cerrada con A/C 💵 350.000$us TC 7",https://www.ultracasas.com/inmueble/casa-en-venta-carretera-norte-zona-norte-km-santa-cruz-de-la-sierra-1054170
SOBRE AV. 4to. Anillo Virgen de Cotoca,"Entre 3er y 4to anillo Este, Santa Cruz de la Sierra - Casa en Venta","$us. 319,000",6.0,4.0,234.0,-17.781296,-63.147945,Disponible,"🏠 CASA EN VENTA SOBRE AVENIDA IDEAL PARA EMPRESA 📍  4to. Anillo y Av. Virgen de Cotoca 💰 PRECIO DE VENTA: 319.000 $us. (Tipo de Cambio OFICIAL) 📐 Sup. Terreno: 337,5 m2. (15 frente x 22,5 fondo) 📐 Sup. Construcción: 234 m2. CARACTERISTICAS ✅ 1 Salón con baño privado ✅ 1 Sala de reunión ✅ 4 Oficinas (1 con baño privado) ✅ Cocina ✅ 1 baño para visitas ✅ 2 depósitos con baño a compartir ✅ Área de Lavado ✅ Garaje para 3 vehículos 📲CONTACTAME, para mayor información  Century 21 - Andrea Kanda #casaenventasobreavenida #casaenventaparaempresa #CASAENVENTAZONAESTE #century21elite #bienesraices",https://www.ultracasas.com/inmueble/casa-en-venta-entre-3er-y-4to-anillo-este-santa-cruz-de-la-sierra-1044075
PROYECTO - p/ Construccion (llave en mano) equipado (Tiempo de entrega 10 Meses) (Si ya tienes tu terreno este proyecto es para tí),"Urubó, Santa Cruz de la Sierra - Casa en Venta","$us. 155,000",3.0,5.0,270.0,-17.762154,-63.232754,Disponible,"𝗠𝗼𝗱𝗲𝗿𝗻𝗮, 𝗮𝗰𝘁𝘂𝗮𝗹...𝗲𝘀𝘁𝗮 𝗲𝘀 𝗹𝗮 𝗰𝗮𝘀𝗮 𝗽𝗮𝗿𝗮 𝘁𝗶 PRE VENTA: 155.000 USD ➖ Sup. Construída: 270 m2 ▪️(No incluye Terreno)▪️ ▫️Amplio living Comedor ▫️Amplia Galería c/ churrasquera equipada ▫️Elegante cocina moderna, depósito / isla central / alacena y dependencias de servicio ▫️Estudio ▫️Baño de visitas ▫️Amplio Jardin ᴘʟᴀɴᴛᴀ ᴀʟᴛᴀ ▫️Suite Master con amplio vestidor, baño privado y terraza ▫️ 2 Suites, c/baño privado, vestidor y balcón (3 habt. En total)",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-urubo-condominio-cerrado-santa-cruz-de-la-sierra-637984
AV. BENI A PASOS DEL 2DO ANILLO,"Entre 2do y 3er anillo Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 1,100,000",4.0,8.0,550.0,-17.769163,-63.177738,Disponible,"EN VENTA – ESPECTACULAR RESIDENCIA EN AV. BENI, A PASOS DEL 2DO ANILLO Si estás buscando elegancia, amplitud y una ubicación privilegiada, esta propiedad lo tiene todo. 📍 Av. Beni, a solo dos cuadras del 2do anillo 📐 Superficie de terreno: 1138m Superficie según mensura : 1.493 m² 🏗 Superficie construida: 550 m² 📏 Frente: 26,3 m | Fondo: 57 m 🚗 Parqueo para 7 vehículos Características destacadas: Elegante diseño en color blanco, con acabados de alta calidad Amplio living comedor, ideal para recibir visitas con comodidad Cocina funcional Sala de TV y escritorio privado 4 master suites con balcón, cada una diseñada para ofrecer confort y privacidad Churrasquera espaciosa para disfrutar con familia y amigos Piscina para refrescarse y relajarse en casa Gimnasio privado Dependencia de servicio completa Depósito amplio para almacenamiento adicional 💰 Precio: $us 1.100.000 Dólares",https://www.ultracasas.com/inmueble/casa-en-venta-entre-2do-y-3er-anillo-norte-santa-cruz-de-la-sierra-1048161
,,,,,,,,Disponible,,
"Torre Magenta - Calle Itenez Nro. 42, a media cuadra de la Av. Trinidad, entre 2do. y 1er. Anillo","Entre 1er y 2do anillo Norte, Santa Cruz de la Sierra - Departamento en Alquiler",$us. 680,2.0,3.0,101.0,-17.772289,-63.173962,Disponible,"AMPLIO DEPARTAMENTO EN ALQUILER Dpto donde estarás cerca de todo! Lugar acogedor con una vista hermosa a la ciudad. Ubicación: Torre Magenta - Calle Itenez Nro. 42, a media cuadra de la Av. Trinidad, entre 2do. y 1er. Anillo Precio de alquiler: 680 $us Superficie: 101.04 m2 Consta de: * 2 Suites con vestidor y baños * Terraza * Baño de visitas * Cocina equipada con cajonería alta y baja * Living Comedor * Área Social - Churrasquera * Piscina * Club House * Sauna * Gym Parqueo 18 VALOR 680 $us 𝐄𝐱𝐩𝐞𝐧𝐬𝐚𝐬: Bs. 550.-",https://www.ultracasas.com/inmueble/departamento-en-venta-entre-1er-y-2do-santa-cruz-de-la-sierra-1041075
Av. Santos Dumont altura 2° anillo a pasos de la avenida,"Entre 2do y 3er anillo Sur, Santa Cruz de la Sierra - Galpón en Venta","$us. 290,000",,,405.0,-17.804371,-63.180958,Disponible,"✨𝙄𝙉𝙈𝙐𝙀𝘽𝙇𝙀 𝘾𝙊𝙉 𝙂𝘼𝙇𝙋𝙊𝙉 𝙔 𝙊𝙁𝙄𝘾𝙄𝙉𝘼𝙎 𝙀𝙉 𝙑𝙀𝙉𝙏𝘼 𝙊 𝘼𝙇𝙌𝙐𝙄𝙇𝙀𝙍✨ Ubicado a 4 cuadras del 2do anillo y a precio de terreno 📍Av. Santos Dumont, entre 2do y 3er anillo 📐Sup. Terreno 766m2 📐Sup. Construida 405m2 𝘾𝙖𝙧𝙖𝙘𝙩𝙚𝙧í𝙨𝙩𝙞𝙘𝙖𝙨 ▪️3 oficinas multiples ▪️3 oficinas privadas ▪️3 baños ▪️1 galpon 165m2 Amplio patio ideal para parqueo 💵𝙋𝙧𝙚𝙘𝙞𝙤 𝙙𝙚 𝙫𝙚𝙣𝙩𝙖 290.000$us 💵𝙋𝙧𝙚𝙘𝙞𝙤 𝙙𝙚 𝙖𝙡𝙦𝙪𝙞𝙡𝙚𝙧 7.000Bs",https://www.ultracasas.com/inmueble/galpon-en-venta-entre-2do-y-3er-anillo-sur-santa-cruz-de-la-sierra-1054169
Dpto en venta en el cond. Providencia (Zona Av Las Américas),"Equipetrol, Santa Cruz de la Sierra - Departamento en Venta","$us. 100,000",2.0,2.0,110.0,-17.79332,-63.178463,Disponible,"Departamento en venta de 2 Dormitorios (71m2) con roperos empotrados,AA en todos los ambientes,cocina encimera con extractor, horno eléctrico,box de baños,cortinas y garaje El área social cuenta con salón de eventos y piscina",https://www.ultracasas.com/inmueble/departamento-en-alquiler-equipetrol-santa-cruz-de-la-sierra-602532
Playa Turquesa Casa a estrenar en venta,"Urubó, Santa Cruz de la Sierra - Casa en Venta","$us. 240,000",5.0,6.0,205.0,-17.707201,-63.220634,Disponible,"🏠 CASA EN VENTA EN CONDOMINIO PLAYA TURQUEZA ZONA URUBO (Excelente ubicación) 📍  Urubo, a 12 min. del puente. La casa se encuentra a 1 cuadra de la playa. 💰 PRECIO DE VENTA: 240.000 $us. (TIPO DE CAMBIO OFICIAL) 📐 Sup. Terreno 626,32 m2. 📐 Sup. Construcción 205 m2. 📌 𝐂𝐀𝐑𝐀𝐂𝐓𝐄𝐑𝐈𝐒𝐓𝐈𝐂𝐀𝐒 𝐀𝐌𝐁𝐈𝐄𝐍𝐓𝐄 𝟏 Planta Alta ✅ 2 dormitorios en suite, con ropero empotrado. Planta Baja ✅ Living - Comedor ✅ Cocina Americana amoblada ✅ Baño de visitas ✅ Patio Trasero amplio ✅ Área de Lavandería ✅ Garaje para 2 vehículos 𝐄𝐪𝐮𝐢𝐩𝐚𝐦𝐢𝐞𝐧𝐭𝐨: Box de baño, cajonería alta y baja de cocina, cocina encimera, Calefon, extractor de cocina, lámparas. 𝐀𝐌𝐁𝐈𝐄𝐍𝐓𝐄 𝟐 Planta Alta ✅ 3 dormitorios (1 en suite, con ropero empotrado, 2 dormitorios con baño compartido) Planta Baja ✅ Living - Comedor ✅ Cocina Americana amoblada ✅ Baño de visitas ✅ Patio Trasero amplio ✅ Área de Lavandería ✅ Garaje para 2 vehículos 𝐄𝐪𝐮𝐢𝐩𝐚𝐦𝐢𝐞𝐧𝐭𝐨: Aires Acondicionados en todos los ambientes, box de baño, cajonería alta y baja de cocina, cocina encimera, extractor de cocina, Calefon, cortinas en 2 dormitorios, lámparas. 𝑨𝑹𝑬𝑨𝑺 𝑺𝑶𝑪𝑰𝑨𝑳𝑬𝑺 (Laguna con playa de 13h.) 📲CONTACTAME, para mayor información  Century 21 - Andrea Kanda #century21elite #bienesraices #casaenventa #CasaEnVentaEnCondominio #CasaEnVentaSantaCruz",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-playa-turquesa-casa-a-santa-cruz-de-la-sierra-1046141
"Avenida Alemana, entre 3er. y 4to. anillo","Entre 3er y 4to anillo Norte, Santa Cruz de la Sierra - Oficina en Alquiler",$us. 804,1.0,1.0,140.0,-17.754328,-63.165035,Disponible,"Amplia oficina en alquiler en todo el piso 3 . - Ubicada en la Av. Alemana, entre 3er. y 4to. anillo. -  Precio: Bs. 5.600/MES - Superficie: 140m2 - Un parqueo - Baño. - Cocineta. Coordina una visita: 780-00988 Ing. Fernando Lamas - Broker Century 21 Home",https://www.ultracasas.com/inmueble/oficina-en-alquiler-entre-3er-y-4to-anillo-santa-cruz-de-la-sierra-1048660
BARRIO SIRARI CALLE LOS CLAVELES,"Sirari, Santa Cruz de la Sierra - Casa en Alquiler","$us. 1,300",4.0,2.0,280.0,-17.766439,-63.203838,Disponible,"Casa en alquiler en Barrio Sirari Calle los Claveles Consta de: Hall de ingreso, jardín delantero, living, comedor, cocina- comedor, baño de visitas, galería, churrasquera, area de servicio, lavandería, patio y jardín trasero y garaje. Planta alta: 4 dormitorios (1 en suite), sala de tv, baño compartido y terraza.",https://www.ultracasas.com/inmueble/casa-en-alquiler-sirari-barrio-sirari-calle-santa-cruz-de-la-sierra-1046447
Urubó - Casa a estrenar en Cond. Santa Cruz La Vieja,"Urubó, Santa Cruz de la Sierra - Casa en Venta","$us. 290,000",4.0,6.0,340.0,-17.75823,-63.235882,Disponible,"Bellísima casa en venta - A estrenar 📍Urubó  - Condominio Santa Cruz La Vieja Superficie Terreno: 501 m2. Superficie Construida: 340 m2. Planta Alta: • 3 suites (2 suites con vestidor) Planta Baja: • Parqueo para 6 vehículos • Escritorio con baño privado • Sala de televisión • Baño de visitas • Living comedor amplio, con techo de doble altura • Cocina integrada en isla amoblada • Cocina secundaria de apoyo • Dependencia de servicio con baño • Piscina, patio amplio y jardines • Churrasquera amoblada en área social techada Precio: $us. 290.000.-",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-urubo-casa-a-estrenar-santa-cruz-de-la-sierra-1048870
"TC 7 ENTREGA INMEDIATA, A ESTRENAR","Entre 2do y 3er anillo Norte, Santa Cruz de la Sierra - Departamento en Venta","$us. 109,000",1.0,1.0,42.0,-17.764557,-63.19421,Disponible,"🏢 DEPARTAMENTO DE 1 DORMITORIO DE LUJO A ESTRENAR EN VENTA EN EQUIPETROL 📍  Av. San Martin, entre 2do. y 3er. anillo. 🔴1 DORMITORIO 💰 PRECIO DE VENTA: 109.000 $us. (TIPO DE CAMBIO 7) 📐 Sup. 41,50 m2. Dpto. (Piso 1) 📌 𝐂𝐀𝐑𝐀𝐂𝐓𝐄𝐑𝐈𝐒𝐓𝐈𝐂𝐀𝐒 ☑️ 1 Dormitorio con vestidor ☑️ Baño a compartir ☑️ Living Comedor ☑️ Cocina americana ☑️ Balcón ☑️ Área de Lavadora 𝑬𝑸𝑼𝑰𝑷𝑨𝑴𝑰𝑬𝑵𝑻𝑶: Cajonería alta y baja de cocina, box de baño, luces led, extractor, horno, cocina empotrada, columna de enchufes, chapa digital, aires acondicionados. 𝑨𝑹𝑬𝑨𝑺 𝑺𝑶𝑪𝑰𝑨𝑳𝑬𝑺 (Piscina infinita, 2 churrasqueras, sauna, salón de eventos). 📲 Mayor información: Andrea Kanda – #departamentoenventadelujo #departamentoenventa#bienesraicesbolivia #departamentoenventaenequipetrol #inmueblesbolivia",https://www.ultracasas.com/inmueble/departamento-en-venta-entre-2do-y-3er-santa-cruz-de-la-sierra-1048236
DEPARTAMENTO AMOBLADO DE 2 DORMITORIOS - ZONA NORTE,"Entre 1er y 2do anillo Norte, Santa Cruz de la Sierra - Departamento en Alquiler",$us. 700,2.0,2.0,108.0,-17.773577,-63.183834,Disponible,"EDIFICIO PLAZA LIBERTAD, DEPARTMAENTO DE 2 DORMITORIOS CON MUEBLES Y PARQUEO Zona de la Monseñor Rivero, departamento amoblado y con parqueo ALQUILER MENSUAL: $US. - 700 sin factura Superficie:  94 m2 2 dormitorios 3 baños Living comedor Cocina separada Área de servicio Lavadora Calefón Aires en todos los ambientes Piscina Sauna Gimnasio Parque infantil Salón de eventos Seguridad 24 horas Condiciones de alquiler Un mes de alquiler Un mes de garantía Un mes comisión inmobiliaria 𝓓 𝓸 𝓻 𝓲 𝓼    𝓛 𝓮 𝔂 𝓽 𝓸 𝓷 ✨👩🏻‍💼 Cel📲 +591 Asesor inmobiliario CAPITAL Corporación Inmobiliaria Oficina Av. Alemana No. 2045 entre 2do y 3er Anillo #capitalcorporacioninmobiliaria #departamentos #propiedades #bienesraicesenbolivia #inmuebles #departamentoenalquiler #casas #departamentoencondominio #condominio #alquileres #zonanorte #santacruz #bolivia #inversiones",https://www.ultracasas.com/inmueble/departamento-en-venta-equipetrol-santa-cruz-de-la-sierra-922259
SIRARI CASA EN VENTA,"Sirari, Santa Cruz de la Sierra - Casa en Venta","$us. 593,000",4.0,5.0,409.0,-17.762482,-63.19981,Disponible,"Casa en venta Ubicada en el Barrio Sirari., excelente Ubicacion !! Superficie de terreno 409m2, Sperficie construida 562.50 m2. Impecable!!  Consta de: 4 dormitorios (2 en suite), hall de ingreso , living, comedor, cocina, comedor de diario, escritorio, sala de tv, galería, jardín, piscina, área de servicio y lavandería. Impecable!!",https://www.ultracasas.com/inmueble/casa-en-venta-sirari-barrio-sirari-calle-santa-cruz-de-la-sierra-1006072
Av Banzer entre 4to y 5to anillo,"Entre 4to y 5to anillo Norte, Santa Cruz de la Sierra - Casa en Venta","$us. 160,000",5.0,4.0,234.0,-17.744333,-63.1716,Disponible,"CASA EN VENTA Zona Norte UBICACIÓN Banzer 4to y 5to Anillo. Terreno: 234 m² Construcción: 150 m² PLANTA ALTA: 1 dormitorio en suite con baño privado, vestidor, balcón, AC. 2 dormitorios con vestidor, con baño compartido, ambos con AC. PLANTA BAJA: Living comedor con AC. Sala de estar al ingreso. Baño de visitas. Cocina amplia. Sala pequeña con AC. Churrasquera DEPENDENCIA DE SERVICIO: Dormitorio con baño compartido. Depósito/dormitorio. Lavandería. OTRAS CARACTERÍSTICAS Garaje para 2 vehículos. Instalación de gas domiciliario. Ubicación estratégica cerca de bancos, farmacias, supermercados, colegios, universidades, Mall Las Brisas y patios de comida. Consultas al WhatsApp",https://www.ultracasas.com/inmueble/casa-en-venta-entre-4to-y-5to-anillo-norte-santa-cruz-de-la-sierra-1050414
